,model,pass1,pass@count,win_rate,count,SE(A),SE_x(A),SE_pred(A)
47,qwen3-1.7b,0.7075821506201125,0.8762306610407876,0.20930262115819365,11.0,0.017059078726875766,0.013921017665107054,0.009859890170662283
21,mistralai_ministral_8b_instruct_2410,0.6924519456178622,0.9578059071729957,0.20108884864884244,12.0,0.017306789503210525,0.011916027766516788,0.012551224847640922
14,google_gemma_3_4b_it,0.6850589635403658,0.8649789029535865,0.19714782506452214,13.0,0.01741982558772743,0.014560171531821191,0.009563039708732108
1,deepseek_r1_distill_llama_8b,0.6322081575255978,0.9254571026722925,0.1823087125302665,12.0,0.018084074751321223,0.011634531228073331,0.013844545594361707
39,qwen2-math-7b-instruct,0.6185909730208158,0.9268635724331927,0.18571113480878207,11.0,0.018216396576839565,0.01243937643763862,0.01330785550295063
32,qwen1.5-7b-chat,0.6150961087682137,0.90014064697609,0.17108341838249622,12.0,0.01824789781339701,0.013531275234835062,0.012242972070837974
19,llama-3.2-3B-instruct,0.6033755274261603,0.6033755274261603,0.1643248335517057,18.0,0.01834631302437673,0.01834631302437673,0.0
24,mistralai_mistral_7b_instruct_v0.3,0.597163619316315,0.869198312236287,0.16549162289705938,12.0,0.018394001310789176,0.013996320253106237,0.011934919505124535
20,mistralai_mathstral_7b_v0.1,0.5764181903433192,0.9226441631504922,0.1591648451611914,12.0,0.018531163556647596,0.01198499557053427,0.014133785902492577
6,deepseek_v2_lite_chat,0.5715381664758087,0.9029535864978903,0.15827212351424336,11.0,0.018558543501631268,0.012944971389509688,0.01329839285878996
44,qwen2.5-coder-3b-instruct,0.5529983378092826,0.929676511954993,0.15242042576438206,11.0,0.01864582833965294,0.01194545366562256,0.014316879939228004
5,deepseek_r1_distill_qwen_7b,0.5437177684007032,0.8860759493670886,0.15535241345382916,12.0,0.01867965027388142,0.011851520644148426,0.01443851767931327
7,google_codegemma_1.1_7b_it,0.5288326300990155,0.8340365682137834,0.14177185825174218,13.0,0.018720262097470575,0.013972793446215987,0.012458300699027015
23,mistralai_mistral_7b_instruct_v0.2,0.5229723394288327,0.8073136427566807,0.14247067190421595,12.0,0.018731663199466217,0.013887491054332249,0.01257031417404031
22,mistralai_mistral_7b_instruct_v0.1,0.48968588842081573,0.8888888888888888,0.13130773502790802,12.0,0.01874747499556481,0.012429453651718082,0.014034831692226305
15,google_gemma_7b_it,0.4812470698537271,0.7735583684950773,0.1313629469523959,12.0,0.018738271629050084,0.014236260684864247,0.01218407589260063
46,qwen3-0.6b,0.47187060478199716,0.8227848101265823,0.128595135427673,12.0,0.018721766821482418,0.013621241949523032,0.012843921545638381
34,qwen2-1.5b-instruct,0.3924050632866386,0.8410689170182841,0.10436747901315205,11.0,0.018312159986374987,0.011550727431230864,0.014209711438871798
12,google_gemma_3_1b_it,0.35372714486427564,0.7130801687763713,0.09388351042352691,12.0,0.01793111729482713,0.013132928862689245,0.012208650495791598
37,qwen2-math-1.5b-instruct,0.3427950389911393,0.8565400843881856,0.10693307783600259,11.0,0.01780052782266314,0.009525620237259644,0.015037331873072228
41,qwen2.5-coder-1.5b-instruct,0.3390870732563995,0.8860759493670886,0.09750695093268157,11.0,0.017753866083468038,0.008072217311091924,0.01581262370994215
10,google_gemma_2b_it,0.3257149554610408,0.509142053445851,0.09275870237318813,12.0,0.017575424091533655,0.015239486243052925,0.008755203655259097
18,llama-3.2-1B-instruct,0.31926863572433195,0.31926863572433195,0.08666061668450126,21.0,0.017483613946618598,0.017483613946618598,0.0
28,qwen1.5-1.8b-chat,0.3050867323001406,0.7946554149085795,0.08289577433698472,12.0,0.017268004854818983,0.009830399231461982,0.014196733519233347
2,deepseek_r1_distill_qwen_1.5b,0.2648851382997187,0.7763713080168776,0.07337356304808787,12.0,0.016548993952946265,0.008093411539989001,0.014434884498984567
33,qwen2-0.5b-instruct,0.22265498213909984,0.7805907172995781,0.07075632387240029,13.0,0.015602288999893518,0.00786265702969319,0.013476277173968135
40,qwen2.5-coder-0.5b-instruct,0.19678856071181433,0.8593530239099859,0.06816804354731597,12.0,0.014910083198670002,0.00393170198005678,0.014382360742634676
27,qwen1.5-0.5b-chat,0.19667135489507734,0.7341772151898734,0.06233946953308081,12.0,0.014906729856659575,0.0068245303401179,0.01325278765604566
